design,sbj,mpm,afi,asd
MWUD(4),90,0.9923303221858425,0.26074818829702,0.12968117720306485
MWUD(4),91,1.1530300267503895,0.2603261042418123,0.1299876833074907
MWUD(4),92,1.1713594670260787,0.26035651460052794,0.13042030662600068
MWUD(4),93,1.1743453138028985,0.2603942754676008,0.13066457266168566
MWUD(4),94,1.184447695611468,0.2604265163497133,0.1302136249092313
MWUD(4),95,1.1769418219889636,0.2604865353453353,0.128927792625389
MWUD(4),96,1.1680168987516966,0.26058252794128156,0.1272951360232046
MWUD(4),97,1.1301004227293292,0.2609064629592863,0.12282378338111791
MWUD(4),98,1.1133312833600997,0.2611270613544213,0.12031628067995259
MWUD(4),99,1.1126077085799395,0.2611908993352682,0.12124282456089532
MWUD(4),100,0.9861961035599166,0.2611489495142506,0.12249223254845858
MWUD(4),101,1.151865899180602,0.26074179731143676,0.1231309545353332
MWUD(4),102,1.1636043960269782,0.26076351048547614,0.12299417335075957
MWUD(4),103,1.1632201069925752,0.26077962642793573,0.12296378964050783
MWUD(4),104,1.1728466714499244,0.26078297591517974,0.12223046088033077
MWUD(4),105,1.1745304818477442,0.2608071217776232,0.12213235838478508
MWUD(4),106,1.1654221430875542,0.26088109524775505,0.12082753233749385
MWUD(4),107,1.124478580490986,0.26116590310312227,0.11642873338450042
MWUD(4),108,1.1115569108609384,0.26135065997367274,0.11450357990335604
MWUD(4),109,1.10666741621366,0.2614072543843997,0.11494671996541575
MWUD(4),110,0.9899442352056729,0.26135475583267087,0.1171024890241801
MWUD(4),111,1.1531837571201942,0.2609856123030072,0.11762088069414353
MWUD(4),112,1.1606257290879751,0.26100043850268095,0.11712847775364622
MWUD(4),113,1.1612565405990083,0.2610060667661658,0.11733530478302212
MWUD(4),114,1.1649801051306625,0.26100739405062584,0.11609513831960606
MWUD(4),115,1.1632094483177091,0.26101850119788567,0.11550522016220201
MWUD(4),116,1.1567891752504051,0.26107081631448076,0.11466265555987645
MWUD(4),117,1.1274769020296065,0.2613112135580559,0.11185193650963036
MWUD(4),118,1.1098397951638836,0.26148543399830554,0.10942655439568601
MWUD(4),119,1.1039109709733974,0.2615354629402215,0.10974972044961703
MWUD(4),120,0.9889590956212665,0.2614874779448971,0.11200530055344964
MWUD(4),121,1.1556501814150117,0.261149194634607,0.1129542553437625
MWUD(4),122,1.169506190985125,0.26117126341173563,0.11316036366078049
MWUD(4),123,1.1724615484732708,0.2611901175390801,0.11329707785476241
MWUD(4),124,1.1807823959397723,0.2612100704077073,0.1130138035490584
MWUD(4),125,1.174014912496464,0.26124426694396313,0.11212375044361167
MWUD(4),126,1.1669634677754561,0.2613041553296967,0.11100603878511457
MWUD(4),127,1.1301359097759804,0.2615438144762675,0.10753476564070578
MWUD(4),128,1.1196554731578174,0.2617078001244515,0.10591656631237015
MWUD(4),129,1.1134102952124025,0.26176727470257594,0.106306221534462
MWUD(4),130,0.9914395670862516,0.26173139731192646,0.10770902097894348
MWUD(4),131,1.1535955906306719,0.2614208241284808,0.10829482566344727
MWUD(4),132,1.175225838871623,0.2614315492492324,0.10926571084390421
MWUD(4),133,1.1684825997029058,0.26145466057102135,0.10892207366340308
MWUD(4),134,1.1806101054310911,0.26146146285991245,0.10850822350234984
MWUD(4),135,1.1751812643629573,0.2614865868538599,0.10786147221087009
MWUD(4),136,1.166441100118059,0.2615435149230877,0.10678739833463283
MWUD(4),137,1.1332118542654346,0.2617629803253244,0.10373358214969289
MWUD(4),138,1.1175852017702939,0.2619190671604047,0.10172833926900292
MWUD(4),139,1.1105497145748522,0.2619730987190142,0.10227388934076206
MWUD(4),140,0.9757333901720816,0.2619394992651132,0.103220060388753
MWUD(4),141,1.1539919317642062,0.26162930737241435,0.10466384890557587
MWUD(4),142,1.1689339273355124,0.26164210770774576,0.10481394853572328
MWUD(4),143,1.1739090066042939,0.2616519161416854,0.10529944374605466
MWUD(4),144,1.178915773082525,0.26166318108527953,0.10461419449934234
MWUD(4),145,1.1822664526018882,0.2616852552483271,0.10468849277631646
MWUD(4),146,1.169912304485187,0.2617464640389979,0.10334301789573423
MWUD(4),147,1.1307082548220548,0.26195552262459215,0.09988104865734705
MWUD(4),148,1.1122729787486305,0.26209553303730176,0.09784001197091918
MWUD(4),149,1.1045122654501622,0.2621347854861398,0.09818812205255434
MWUD(4),150,0.976572423384092,0.2620933941242944,0.09948586370455399
MWUD(4),151,1.1557991978588338,0.26180310584796773,0.10113866483926631
MWUD(4),152,1.1642250003438812,0.26181162183227147,0.10078958376799454
MWUD(4),153,1.1668698339458823,0.2618112994268266,0.10127911859624962
MWUD(4),154,1.1827071262040807,0.2618126811741471,0.10150343303587947
MWUD(4),155,1.1704342316068292,0.2618391811284645,0.10024814728272696
MWUD(4),156,1.1625278101058376,0.26188061002655083,0.09948500651617753
MWUD(4),157,1.1207602946234172,0.26206373959661367,0.0960447555620395
MWUD(4),158,1.1116414123938816,0.26217846322989824,0.09477787385853285
MWUD(4),159,1.1088155328835478,0.2622080699050522,0.09529625616744353
MWUD(4),160,0.9868239184798087,0.2621722239088098,0.09657885572182709
MWUD(4),161,1.1543409560157722,0.26191461818469036,0.09768208297437331
MWUD(4),162,1.1576147100237877,0.2619218643509634,0.0971451765321887
MWUD(4),163,1.1611624190863732,0.26191547049212094,0.09776749379087989
MWUD(4),164,1.178683052519836,0.26190691103751657,0.09796193584039954
MWUD(4),165,1.1720587916486265,0.26192135885037826,0.0974200986091476
MWUD(4),166,1.1632288001137436,0.2619597117389379,0.09645300724921663
MWUD(4),167,1.1325585936860045,0.2621324511897747,0.09397356419625506
MWUD(4),168,1.1210555003174194,0.2622574940304409,0.09262223664544662
MWUD(4),169,1.111539449318573,0.2623038827583208,0.09289956441453262
MWUD(4),170,0.9710476645329574,0.26227464000077805,0.0932462304114646
MWUD(4),171,1.146167203450396,0.2620132433631367,0.0943068384971932
MWUD(4),172,1.1621373075011148,0.26201222730905294,0.09460178692468581
MWUD(4),173,1.1674867983298556,0.2620140440590897,0.09529444973059868
MWUD(4),174,1.1831412082480683,0.26201638304967895,0.09552405824168883
MWUD(4),175,1.184553648107505,0.2620388891774695,0.09544149408718619
MWUD(4),176,1.174468885701008,0.26208960011998966,0.09457148962236082
MWUD(4),177,1.133167803367361,0.2622677222742572,0.09114475543255086
MWUD(4),178,1.1199145824412142,0.2623858359178969,0.08993866335441822
MWUD(4),179,1.1151454266195795,0.2624201066839708,0.09039201575909235
MWUD(4),180,0.9831204512575832,0.2623905252912339,0.09114310808316424
MWUD(4),181,1.1520514335827055,0.26215299654212304,0.09206223110629384
MWUD(4),182,1.1619091812769469,0.2621535030236191,0.09207047291565669
MWUD(4),183,1.1652802576262535,0.26215014112954543,0.09244681174576082
MWUD(4),184,1.182062791194507,0.2621480332034132,0.09289589561042824
MWUD(4),185,1.1807955047120406,0.2621664942063588,0.09265541401244855
MWUD(4),186,1.1637209411329934,0.2622093895055602,0.09112784000524629
MWUD(4),187,1.126650419559894,0.2623629769161371,0.08820316309406684
MWUD(4),188,1.1141457118523101,0.2624656345117419,0.08694952534755956
MWUD(4),189,1.1125339020055267,0.262496972199678,0.08783971058740447
MWUD(4),190,0.9911987137537324,0.26247383295874205,0.08920231186514815
MWUD(4),191,1.1546771638532516,0.2622622166642427,0.08985984690916629
MWUD(4),192,1.161567038499469,0.26227097640324026,0.0895460802932356
MWUD(4),193,1.1576463360458222,0.2622689473635171,0.08947766968049209
MWUD(4),194,1.1673579964847083,0.26225771416285043,0.08925398387563876
MWUD(4),195,1.1704951741253096,0.2622560685869496,0.08947361701952834
MWUD(4),196,1.171511705341237,0.26228360223203173,0.08938330757060149
MWUD(4),197,1.134779586364814,0.26243890336961045,0.08653825100432981
MWUD(4),198,1.1140712367403787,0.2625462568707297,0.08477819573228064
MWUD(4),199,1.1148639670515765,0.2625763491148217,0.08581627131926416
MWUD(4),200,0.9900123434232165,0.2625503570601127,0.0868824663340965
DBCD(4),1,0.8281628718143836,0.0,0.8363819303842737
DBCD(4),2,1.1136659187796836,0.0,0.8326131601574908
DBCD(4),3,1.3478005879699284,0.0,0.8340950653998962
DBCD(4),4,1.5547873706677238,0.0,0.8367696656472075
DBCD(4),5,1.7179167986428587,0.005100022189300838,0.834094133358041
DBCD(4),6,1.8356440662782507,0.016576042412298795,0.8229785007487055
DBCD(4),7,1.916290271367729,0.029190820580364714,0.804906551114498
DBCD(4),8,1.968260745762889,0.044245748643554975,0.7826602795666232
DBCD(4),9,1.99866900132933,0.05917214306937274,0.7577100216389763
DBCD(4),10,1.9003735563530415,0.07533245193139063,0.7277626054153985
DBCD(4),11,1.9934848138375771,0.08513238533046238,0.701666338032994
DBCD(4),12,2.010845898655017,0.09418672659300772,0.678436365910798
DBCD(4),13,2.001336257508284,0.10358375564578534,0.6549661585426461
DBCD(4),14,1.9935716158660333,0.1131920654930462,0.6337187467204867
DBCD(4),15,1.967742101872379,0.12224093666181346,0.610934251835684
DBCD(4),16,1.937153962836082,0.13083253945025086,0.5892028776262961
DBCD(4),17,1.9053850565944088,0.13817035747966808,0.5682966175478206
DBCD(4),18,1.8816717194139516,0.14454576102053412,0.5486617817497993
DBCD(4),19,1.8623989017125142,0.14986773949258916,0.5300129241735912
DBCD(4),20,1.7551117734822659,0.15455239054059491,0.5121722884394665
DBCD(4),21,1.831025029580451,0.15744766637988555,0.49613550836772646
DBCD(4),22,1.8292542050547338,0.16010575703354474,0.48177900083546554
DBCD(4),23,1.8297688338845544,0.1625532577223384,0.46944794299325815
DBCD(4),24,1.827460330062328,0.16475032745202242,0.45700672006096427
DBCD(4),25,1.822480024793019,0.16683200289338032,0.445324347613569
DBCD(4),26,1.8174693183473607,0.16877643928876707,0.4340215713481423
DBCD(4),27,1.798513030074293,0.1705602953052131,0.4220517874498975
DBCD(4),28,1.7921946708781693,0.17210454178256515,0.4116972520188503
DBCD(4),29,1.7912147664776363,0.1734149819901608,0.4029100428331219
DBCD(4),30,1.7172138399251529,0.17456746447049704,0.3935971466758645
DBCD(4),31,1.7822843210257409,0.17510690975712065,0.3856448114251624
DBCD(4),32,1.7878768476288707,0.1756461557857623,0.3778396138275798
DBCD(4),33,1.7904167057911182,0.17606322919301998,0.37067516696142355
DBCD(4),34,1.7963641587842092,0.17632198318200695,0.36401813752870243
DBCD(4),35,1.8063849921021977,0.17650557508572967,0.35946039961611204
DBCD(4),36,1.811464863506378,0.17663955123942018,0.3534111619479249
DBCD(4),37,1.8078432109674236,0.17670228518259873,0.34709702290570466
DBCD(4),38,1.8235910402066688,0.1767017272779157,0.34396666108500906
DBCD(4),39,1.828723115843796,0.1766709357663186,0.33902440485611607
DBCD(4),40,1.7854294205985224,0.17662519353376002,0.33405064508745647
DBCD(4),41,1.8387246086216127,0.17637643153157012,0.3313921634242942
DBCD(4),42,1.8467788803850158,0.17614176748642157,0.3270635054197584
DBCD(4),43,1.8571502749826756,0.1758600602769916,0.3243245131065024
DBCD(4),44,1.8710742825610043,0.1755346916245976,0.32136816754861147
DBCD(4),45,1.8802700588205385,0.17517683590007277,0.3186032309972459
DBCD(4),46,1.894034915585025,0.174781723751358,0.31645892283577143
DBCD(4),47,1.9078221240103235,0.17438026252121153,0.3151999773808213
DBCD(4),48,1.9213085768431546,0.173956908998634,0.3124194632361527
DBCD(4),49,1.9368659802079289,0.17351255806536636,0.31071333726002537
DBCD(4),50,1.913279447086223,0.17307152126604136,0.30800372112886
DBCD(4),51,1.9608298595930675,0.17256242284469042,0.3071316828888284
DBCD(4),52,1.9648774506462596,0.17207834572065747,0.3044661879114734
DBCD(4),53,1.9790270467912088,0.17157351069381974,0.30283323426914116
DBCD(4),54,1.9907457438110785,0.17106730926536376,0.3006767445688941
DBCD(4),55,2.000684819347162,0.17055234607677297,0.29908325442810463
DBCD(4),56,2.0090531879720386,0.17002674602966353,0.29753346890141735
DBCD(4),57,2.0281644705011326,0.16948882876795945,0.2974638059327656
DBCD(4),58,2.0371856083615474,0.1689502309055077,0.2956788411105255
DBCD(4),59,2.051980720510189,0.1684049641864314,0.2950596152070471
DBCD(4),60,2.0310357028963724,0.16786072847987712,0.2931408714089236
DBCD(4),61,2.074058250431718,0.16727736558080458,0.29252711713721335
DBCD(4),62,2.0839163651548813,0.16672193866287494,0.29123845852824465
DBCD(4),63,2.089722982404712,0.16616427321126995,0.28963655777582514
DBCD(4),64,2.1073045602444607,0.16559942326831636,0.28916300111117454
DBCD(4),65,2.124432726553157,0.16504374711369663,0.28885978445334104
DBCD(4),66,2.1430472956885875,0.16449182159892883,0.28876639525288433
DBCD(4),67,2.157029567345314,0.16394042909162918,0.288753574037404
DBCD(4),68,2.1713244114422703,0.16338911510424536,0.2881321274947385
DBCD(4),69,2.1827875313749385,0.16283984003410812,0.28745550308704276
DBCD(4),70,2.1796360839280196,0.1622919226889795,0.28777876265119895
DBCD(4),71,2.207691909364107,0.16173443855254083,0.28636886954649227
DBCD(4),72,2.224131337977622,0.1611872350147482,0.2864644874659918
DBCD(4),73,2.236133073958997,0.16064885490254574,0.2859566264098649
DBCD(4),74,2.246466392477039,0.16011226758566433,0.28544402015049897
DBCD(4),75,2.2637929307895193,0.15957500273179964,0.28569120873186676
DBCD(4),76,2.2719102196682956,0.15904443702171642,0.28496152748980474
DBCD(4),77,2.2834958972394612,0.15851358415484826,0.28449173963162894
DBCD(4),78,2.2981965712487065,0.15798387418729476,0.28439814863786417
DBCD(4),79,2.313212034693646,0.15745703966789923,0.2843795846882719
DBCD(4),80,2.3124950163441103,0.1569355089975667,0.28468062158431
DBCD(4),81,2.3411228901357894,0.15640852517330484,0.2846569206297542
DBCD(4),82,2.354789200120044,0.15589155509641398,0.28451757054991156
DBCD(4),83,2.367401485625807,0.1553782300746096,0.28469662722677536
DBCD(4),84,2.383556720174414,0.1548674357117631,0.2843696666752945
DBCD(4),85,2.399278363260284,0.15436044270822327,0.28408851444605987
DBCD(4),86,2.411413401989072,0.1538585048654805,0.2839680580132951
DBCD(4),87,2.427941148961274,0.15336129788239317,0.2845543470551616
DBCD(4),88,2.4382197517609563,0.15287168570064807,0.2838584115136451
DBCD(4),89,2.4400357735230025,0.15238575062293758,0.28249458637355723
DBCD(4),90,2.43583737602203,0.15189933085911111,0.2821307892142663
DBCD(4),91,2.465084142949824,0.15140865308325363,0.28189466483884174
DBCD(4),92,2.4837052726226805,0.15092879187632785,0.28280855489190454
DBCD(4),93,2.4961767493632463,0.1504543904266503,0.282867629498648
DBCD(4),94,2.505981931319495,0.14998235396186782,0.28249322798858517
DBCD(4),95,2.5209891207250266,0.14951386778934342,0.2826432437661306
DBCD(4),96,2.538632701212129,0.14905088483784257,0.2828258800443088
DBCD(4),97,2.5523599651487583,0.1485942931082848,0.2828618110901531
DBCD(4),98,2.5614620921948843,0.14814375709132938,0.2824075403938053
DBCD(4),99,2.575401859264079,0.14769286006558968,0.2826164787766127
DBCD(4),100,2.579346896691962,0.1472476901899553,0.28300885286696953
DBCD(4),101,2.6115352655139215,0.14680159366110374,0.2833823685311123
DBCD(4),102,2.6218818531398673,0.14636667551018817,0.2830162553643768
DBCD(4),103,2.6403988725197527,0.14593375317746723,0.28378513306670655
DBCD(4),104,2.6486775093860224,0.14550708279339986,0.2828809644508129
DBCD(4),105,2.660224168976411,0.14508179856857345,0.2832516930723501
DBCD(4),106,2.6746893631403963,0.14466003444010145,0.28349047650658626
DBCD(4),107,2.6781874808368324,0.14424153483655672,0.2827743581534404
DBCD(4),108,2.692585118858753,0.14382339092015045,0.2825756999441307
DBCD(4),109,2.7116062810903117,0.14340928214715537,0.28331647205218324
DBCD(4),110,2.7087100036186342,0.14300151346373868,0.2832965479087978
DBCD(4),111,2.734231395534751,0.14259215776010728,0.2833692976045447
DBCD(4),112,2.735486982556857,0.1421905280652125,0.28248289015398786
DBCD(4),113,2.7454666057237365,0.141788361327494,0.28230217363550947
DBCD(4),114,2.7528239799555823,0.14138899028740984,0.28180185834924243
DBCD(4),115,2.7686882620162008,0.14099203417124156,0.28241604657065217
DBCD(4),116,2.7778936358155626,0.14059977660802084,0.2822028288346604
DBCD(4),117,2.8049636744724222,0.14020937830260213,0.2837136722231096
DBCD(4),118,2.8142429995123703,0.13982565893683727,0.2833190093055919
DBCD(4),119,2.823346496716953,0.1394436662859428,0.2829104635527965
DBCD(4),120,2.8257138362767327,0.13906471353097308,0.28324247173834033
DBCD(4),121,2.839488813178445,0.13868641032075593,0.28254643958432996
DBCD(4),122,2.858331769997093,0.13831201513188116,0.2832035199323265
DBCD(4),123,2.867122049411776,0.137942278216818,0.2831514124109022
DBCD(4),124,2.8755800262868427,0.13757465640711616,0.2825522552817282
DBCD(4),125,2.888968586949811,0.13720956779643143,0.28253330385421216
DBCD(4),126,2.896270259686237,0.1368481895897108,0.2822022757657442
DBCD(4),127,2.9079983059234005,0.1364891729130067,0.28227226770910563
DBCD(4),128,2.922447840854757,0.13613306470379657,0.282316973575108
DBCD(4),129,2.9400783230301393,0.13578007485673113,0.2830358186668176
DBCD(4),130,2.9472210554023657,0.13543156796540148,0.28322747111716323
DBCD(4),131,2.963782148027889,0.13508419076792436,0.2828514368050679
DBCD(4),132,2.9866238830762026,0.13474034052118414,0.2836838705520933
DBCD(4),133,2.990516961229488,0.1344025571291742,0.2832268634534965
DBCD(4),134,2.9974352330947784,0.1340663692585677,0.2828070101596217
DBCD(4),135,3.0165699437307336,0.13373153735194523,0.2830232554141053
DBCD(4),136,3.01961491967833,0.13340014705425748,0.28234044894933213
DBCD(4),137,3.0259862672746656,0.13306955014418045,0.2821485321777792
DBCD(4),138,3.0303072616242135,0.13274075036144636,0.28174462309145354
DBCD(4),139,3.036815870955782,0.1324127412497363,0.2814297972437732
DBCD(4),140,3.0374935643365033,0.13208582604524516,0.28138624896718634
DBCD(4),141,3.0562286079045107,0.13175935298877525,0.28135598299763026
DBCD(4),142,3.0728977949088514,0.13143692596178705,0.28171579207689595
DBCD(4),143,3.085739408586633,0.13111796848129512,0.2818238629742064
DBCD(4),144,3.09720410134466,0.13080196703228608,0.2820980993484202
DBCD(4),145,3.103896497729199,0.1304885944039653,0.2819804033022683
DBCD(4),146,3.1144960407390614,0.13017662283226558,0.2821539745123346
DBCD(4),147,3.1195048058578654,0.12986706099257495,0.2816169841798685
DBCD(4),148,3.125346917790776,0.12955866909906572,0.28109088458669446
DBCD(4),149,3.1361685861500646,0.12925164627714447,0.2810501949395677
DBCD(4),150,3.136285100849984,0.1289470223455134,0.28075752660532766
DBCD(4),151,3.152815643012895,0.12864303386868833,0.2808418803984053
DBCD(4),152,3.161205791535137,0.1283417389203034,0.28083005602646277
DBCD(4),153,3.1744460296086845,0.1280420738219255,0.2810693073800694
DBCD(4),154,3.1949142340439893,0.12774529356231623,0.2816303688939738
DBCD(4),155,3.205553784173022,0.12745235165833366,0.2813721755240735
DBCD(4),156,3.218053439547974,0.12716134278334768,0.2816530979597899
DBCD(4),157,3.229493205402867,0.12687278840314076,0.28185412289877826
DBCD(4),158,3.2405424888175833,0.1265865092802986,0.2819725495504227
DBCD(4),159,3.242719587785624,0.1263024504218794,0.2811023025376317
DBCD(4),160,3.2469015973812128,0.12601886384504252,0.2811003314915007
DBCD(4),161,3.2699474219224736,0.12573653741372917,0.28144216461842814
DBCD(4),162,3.2701496575081506,0.12545792621493948,0.28076564648023844
DBCD(4),163,3.2748165298331813,0.12518013638470038,0.2806364969393756
DBCD(4),164,3.283537232507844,0.12490331371585796,0.28055152726821847
DBCD(4),165,3.290594277795477,0.12462765563134583,0.28007998813322066
DBCD(4),166,3.3001452537903018,0.12435375734843153,0.2799970381993367
DBCD(4),167,3.3088534754166465,0.12408140292034936,0.27983354380436376
DBCD(4),168,3.323597243645781,0.12381040861316552,0.28024577004177453
DBCD(4),169,3.3360882661991194,0.12354200709510324,0.2802753906447371
DBCD(4),170,3.3331371362870494,0.12327588054688408,0.2797889392702907
DBCD(4),171,3.3475347861444753,0.12301013475561626,0.27950507642505235
DBCD(4),172,3.3602920612680065,0.12274713605439515,0.27982234406936163
DBCD(4),173,3.3723397578284398,0.12248661389145889,0.2801168318611498
DBCD(4),174,3.387681581518078,0.12222816466334238,0.28055281564716245
DBCD(4),175,3.398197404399729,0.12197185973272803,0.2808173800280249
DBCD(4),176,3.405204526755341,0.12171727070672876,0.28055872473396437
DBCD(4),177,3.416319719884492,0.12146392466091435,0.2805647640027576
DBCD(4),178,3.426576835738078,0.12121242005276908,0.28061414417833785
DBCD(4),179,3.4265141480923065,0.12096259904522756,0.28010264328815
DBCD(4),180,3.4281364683096487,0.12071328070247916,0.2799210009965359
DBCD(4),181,3.439498611750241,0.12046490708489448,0.2797181737246603
DBCD(4),182,3.4597191447571602,0.12021831374135507,0.28044478758560354
DBCD(4),183,3.4777026623588974,0.1199745763964229,0.28126215358029877
DBCD(4),184,3.4865419385102294,0.11973340352623929,0.28119489738951314
DBCD(4),185,3.49899608496501,0.1194937173184411,0.28126484694420956
DBCD(4),186,3.500349737063434,0.1192558779576246,0.28078493288276507
DBCD(4),187,3.511895545589138,0.11901845238472947,0.28096446839230604
DBCD(4),188,3.5126298555281377,0.11878274349457049,0.2805341668525675
DBCD(4),189,3.5275994897552723,0.11854731548913212,0.28096330281696164
DBCD(4),190,3.5304939328009817,0.118314097236928,0.28085430764853314
DBCD(4),191,3.529097425630223,0.11808156808405115,0.2798609577469968
DBCD(4),192,3.5382615337579577,0.11784940542287127,0.280020247758531
